evn	rus
эмӣ дя̄врэ	запираться
эмигэ	свободный
эмиксэ	неожиданный
эмир	остриё
эмир	острый
эмискэ	вдруг
эмискэ	неожиданно
эмкулэ̄де-мӣ	качаться
эмкэ	колыбель
эмкэ	люлька
эмкэ̄тчэ-мӣ	удить
эмкӯтчэ-мӣ	качать
эмму	крикливый
эмму	низкий
эммут гун-мӣ	повысить
эммут гунде-мӣ	повышать
эмсек	соска
эмтыде-мӣ	обрывать
эмтыкин	беззубый
эмтыргэде-мӣ	обрываться
эмтысэмнэ	обрывок
эмтыт-мӣ	пробить
эмтэлӣ-мӣ	раскрошить
эмтэргэ-мӣ	продавить
эмтэргэ-мӣ	разбиться
эмтэргэ-мӣ	раздавить
эмтэт-мӣ	проломать
эмтэт-мӣ	проломить
эмӯ-мӣ	привезти
эмӯ-мӣ	принести
эмӯксэ	поняга
эмӯктэ	поодиночке
эмувде-мӣ	толкаться
эмугдэ	желудок
эмугдэ	нутро
эмугдэ	смелый
эмугдэ	чутьё
эмуй	гостеприимный
эмуй	добродушный
эмуй	общительный
эмуй	радушный
эмукэ̄тчэ-мӣ	покачиваться
эмут-мӣ	раскачать
эмут-мӣ	укачать
эмутчэ-мӣ	раскачивать
эмутчэ-мӣ	укачивать
эмучэде-мӣ	тянуться
эмчэли-мӣ	отломить
эмыгу	громкий
эмэ-мӣ	забежать
эмэ-мӣ	подъехать
эмэ-мӣ	пожаловать
эмэ-мӣ	поступить
эмэ-мӣ	прибыть
эмэ-мӣ	прийти
эмэ-мӣ	добрести
эмэ-мӣ	нахлынуть
эмэ-мӣ	угодить
эмэ-мӣ	явиться
эмэ̄	приход
эмэ̄-мӣ	зайти
эмэ̄-мӣ	приехать
эмэ̄де-мӣ	приезжать
эмэ̄н	прибытие
эмэ̄н	приезд
эмэ̄н-мӣ	забросить
эмэ̄н-мӣ	запустить
эмэ̄н-мӣ	покинуть
эмэ̄н-мӣ	потерять
эмэ̄н-мӣ	оставить
эмэ̄нде-мӣ	запускать
эмэ̄нде-мӣ	покидать
эмэ̄нде-мӣ	кидать
эмэ̄нде-мӣ	отворачиваться
эмэ̄нму-мӣ	достаться
эмэ̄нму-мӣ	остаться
эмэ̄нмувчэ̄	брошенный
эмэ̄нмуде-мӣ	оставаться
эмэ̄нмучэ̄	заброшенный
эмэ̄нмучэ̄	сохранившийся
эмэ̄нтэ	брошенный
эмэ̄нтэ	остаток
эмэ̄нтэ	пережиток
эмэ̄нтэвэ тама-мӣ	доплатить
эмэ̄нтэвэ тамарӣ	доплата
эмэв-мӣ	завести
эмэв-мӣ	занести
эмэв-мӣ	повлечь
эмэв-мӣ	подвезти
эмэв-мӣ	подвести
эмэв-мӣ	представить
эмэв-мӣ	привезти
эмэв-мӣ	привести
эмэв-мӣ	принести
эмэв-мӣ	притащить
эмэв-мӣ	доставить
эмэв-мӣ	обеспечить
эмэввэ̄т-мӣ	нанести
эмэввэ̄т-мӣ	наносить
эмэввэ̄тчэ-мӣ	завозить
эмэввэ̄тчэ-мӣ	привозить
эмэввэ̄тчэрӣ	привозной
эмэввэ̄чин	доставка
эмэвде-мӣ	заносить
эмэвде-мӣ	подвозить
эмэвде-мӣ	подносить
эмэвде-мӣ	пприносить
эмэвде-мӣ	представлять
эмэвде-мӣ	привозить
эмэвде-мӣ	причинять
эмэвде-мӣ	доставлять
эмэвде-мӣ	обеспечивать
эмэвкэ̄н	созыв
эмэвкэ̄н-мӣ	подпустить
эмэвкэ̄н-мӣ	позвать
эмэвкэ̄н-мӣ	привлечь
эмэвкэ̄н-мӣ	пригласить
эмэвкэ̄н-мӣ	впустить
эмэвкэ̄н-мӣ	вызвать
эмэвкэ̄н-мӣ	вытребовать
эмэвкэ̄н-мӣ	созвать
эмэвкэ̄нде-мӣ	звать
эмэвкэ̄нде-мӣ	приглашать
эмэвкэ̄нде-мӣ	впускать
эмэвкэ̄нде-мӣ	вызывать
эмэвкэ̄нде-мӣ	сзывать
эмэвкэ̄нде-мӣ	созывать
эмэвкэ̄нде-мӣ	требовать
эмэвкэ̄нмучэ̄	званый
эмэвкэ̄тчэ-мӣ	привлекать
эмэвкэ̄чивӯн	повестка
эмэвкэ̄чин	вызов
эмэвкэ̄чин	привлечение
эмэвкэ̄чин	приглашение
эмэвувчэ̄	привозной
эмэвун	подвоз
эмэвун	представление
эмэвун	привоз
эмэвуӈнэ-мӣ	приводить
эмэвчэ̄	пришлый
эмэвэ̄тчэ-мӣ	захаживать
эмэвэ̄тчэ-мӣ	заходить
эмэвэ̄тчэ-мӣ	приходить
эмэвэ̄тчэ-мӣ	являться
эмэгэгил-мӣ	седлать
эмэгэн	седло
эмэде-мӣ	подъезжать
эмэде-мӣ	прибывать
эмэде-мӣ	приходить
эмэде-мӣ	идти
эмэктэ-мӣ	появляться
эмэктэде-мӣ	забега́ть
эмэктэде-мӣ	захаживать
эмэктэде-мӣ	наезжать
эмэлтэк о̄-мӣ	приступать
эмэлчэ-мӣ	прибежать
эмэлчэде-мӣ	прибегать
эмэм-мӣ	позвать
эмэмэктэ	новичок
эмэмэлчэ-мӣ	добежать
эмэнчэ-мӣ	напасть
эмэнчэ-мӣ	наступать
эмэнчэ-мӣ	нахлынуть
эмэнчэде-мӣ	подступать
эмэнчэде-мӣ	нападать
эмэнчэк	натиск
эмэнчэн	набег
эмэрӣ	приток
эмэричэн	нашествие
эмэрӯде-мӣ	брызгать
эмэсин-мӣ	приступить
эмэсинде-мӣ	подходить
эмэсинде-мӣ	броситься
эмэсинде-мӣ	кидаться
эмэсинде-мӣ	наступать
эмэсинчэ-мӣ	подойти
эмэсинчэде-мӣ	надвигаться
эмэсинчэн	набег
эмэтчэ-мӣ	подступить
эмэчэ	пришлый
эмэчэ̄	приезжий
эмӈу	низкий
эмӈут	громко
эмӈэ	вместительный
эмӈэ	громкий
эмӈэ	обширный
эмӈэ	объём
эмӈэ	полный
эмӈэ	простор
эмӈэ	просторно
эмӈэ	просторный
эмӈэ	раздолье
эмӈэ	широкий
эмӈэл-мӣ	лопнуть
эмӈэт	громко
эмӯкин	единственный
эмӯкин	один
эмӯкин	одинокий
эмӯрӯнде-мӣ	окаймлять
эмӯтчэ-мӣ	баюкать
эмӯтчэ-мӣ	качать
эмӯтчэ-мӣ	убаюкивать
энде-мӣ	ошибаться
эндэ	неправильность
эндэ	ошибка
эндэде-мӣ	совершать
эне̄	мама
эне̄	матка
эне̄кэ̄	бабка
эне̄кэ̄	бабушка
эне̄кэ̄	прабабушка
эне̄кэ̄	сестра
эне̄кэ̄	тётка
эне̄кэ̄н	медведица
эне̄чэ̄н	лосиха
эниктэгӣ-мӣ	покарать
эниктэгиде-ми	мстить
энинин	матка
энинин	послед
эниӈэ̄	родители
эння	приданое
энты	важенка
энты̄л	родители
энӯлде-мӣ	заболевать
энӯлин	заболевание
энӯн-мӣ	заболеть
энӯнил-мӣ	заныть
энӯнил-мӣ	захворать
энӯнилде-мӣ	заболевать
энуке̄де-мӣ	хныкать
энукэкутчэ-мӣ	разболеться
энукэчэн	мышь
энундерӣ	нездоровый
энунӣ	недомогание
энунӣл-мӣ	испортить
энэ авлэ̄нэ	беспощадно
энэ ала̄чиврэ	внезапно
энэ ала̄чиврэ	неожиданно
энэ гэнчэрэ	безнаказанно
энэ деврэ	натощак
энэ дялда̄дерэ	машинально
энэ кэтэ бисӣ	незначительно
энэ мула̄ндерэ	беспощадно
энэ муссэнэ	беспрекословно
энэ мэдэврэ	незаметно
энэ нады̄тчара	спокойно
энэ о̄лгачивра	беспрепятственный
энэ са̄денэ	вслепую
энэ са̄дерэ	наобум
энэ сиӈниндерэ	беспощадно
энэ со̄ бисӣ	незначительно
энэ сэктэ̄дерэ	безошибочно
энэ сэрэнчэдерэ	неосторожно
энэ таӈдяра	наизусть
энэ тэрэчэдерэ	невтерпёж
энэ тэрэчэдерэ	неосторожно
энэ хэлинчэдерэ	плавно
энэ эвӯтчэрэ	нещадно
энэ экситчэрэ	случайно
энэ эксичиврэ	неожиданно
энэ энэктэгӣврэ	безнаказанно
энэ эӈэнӈэ̄вдерэ	безошибочно
энэ ӈэлэттэ	бесстрашно
энэ-вэл	поневоле
энэ̄ тамавка̄ндерэ	безвозмездно
энэвкэ̄нде-мӣ	подпускать
энэептулэ̄-мӣ	опоясаться
энэӣл-мӣ	загрустить
энэӣл-мӣ	затосковать
энэӣпчу	понурый
энэин	грусть
энэктэ	конопля
энэктэ	пакля
энэкӣ	ножны
энэл	лентяй
энэлгэ-мӣ	надоесть
энэлгэ-мӣ	наскучить
энэлгэ-мӣ	разлениться
энэлгэ̄	ленивый
энэлгэ̄	лень
энэлгэ̄	лодырь
энэлгэ̄де-мӣ	лениться
энэлгэ̄де-мӣ	лентяйничать
энэлгэ̄де-мӣ	лодырничать
энэлгэ̄ет	лениво
энэлде-мӣ	лениться
энэлил-мӣ	надоесть
энэлке̄де-мӣ	скучать
энэлэ̄де-мӣ	вкладывать
энэлӈэ	бездельник
энэмэ этэрэ	беспрерывно
энэнде-мӣ	грустить
энэчэн	тетерев
энэӈэде-мӣ	бездельничать
энэӣ-мӣ	взгрустнуть
энэӣде-мӣ	изнывать
энэӣде-мӣ	скорбеть
энэӣде-мӣ	скучать
энэӣде-мӣ	сокрушаться
энэӣде-мӣ	тосковать
энэӣде-мӣ	унывать
энэӣлде-мӣ	изводить
энэӣн	скорбь
энэӣн	скука
энэӣн	тоска
энэӣпчу	грустный
энэӣпчу	докучливый
энэӣпчу	скучно
энэӣпчу	скучный
энэӣпчу	тоскливо
энэӣпчу	угрюмый
энэӣпчу	унылый
энэӣпчут	скучно
энэӣпчӯ гэлэ̄де-мӣ	клянчить
энэӣпчӯ эе̄тчэ-мӣ	клянчить
энюм	лёгкий
энӈӣде-мӣ	выгибать
энӣ	мама
энӣ	матка
энӣктэги-мӣ	отомстить
энӣмкӯн	дешёвый
энӣмкӯн	дёшево
энӣн	лосиха
энӣн	мать
энӣн бисӣ	материнство
энӣнӈи	материнский
энӣрэ̄н	мачеха
энӯвкэ̄н-мӣ	вызвать
энӯвэ абуливдярӣ	болеутоляющий
энӯгды	недомогание
энӯгды	нежный
энӯде-мӣ	болеть
энӯде-мӣ	ныть
энӯде-мӣ	хворать
энӯе а̄чин	безболезненный
энӯке̄!	больно!
энӯкилде-мӣ	нездоровиться
энӯлвэ̄тчэ-мӣ	болеть
энӯмук	болезнь
энӯмук	недуг
энӯмук	экзема
энӯмук	эпидемия
энӯнде-мӣ	болеть
энӯндери	больной
энӯндерӣ	больной
энӯнил-мӣ	расхвораться
энӯнӣл-мӣ	расстроиться
энӯхинде-мӣ	скучать
эпидемия	эпидемия
эпкэ-мӣ	высохнуть
эпкэмкурэ̄	вереск
эпкэрэ̄-мӣ	высохнуть
эпкэрэ̄г	сухостой
эпкэрэ̄чэ	высохший
эпты-мӣ	плеснуть
эпты-мӣ	выплеснуть
эпты-мӣ	обрызгать
эпты-мӣ	окопать
эпты-мӣ	раскопать
эптыде-мӣ	плескать
эптыде-мӣ	биться
эптыде-мӣ	выплёскивать
эптыде-мӣ	окапывать
эптылэ̄	ребро
эптымэ̄тчэ-мӣ	плескаться
эптын	плеск
эптырӯ-мӣ	полить
эптырӯде-мӣ	поливать
эптэрэнэе а̄чин	беспрерывный
эптэрэнэе а̄чинди	беспрерывно
эптэрӯ-мӣ	облить
эптэрӯде-мӣ	обливать
эптэрӯде-мӣ	обливаться
эпчэ	лёгкое
эпэдыде-мӣ	капать
эпэнты	моросящий
эпэнтыде-ми	моросить
эпэнтыл	брызги
эпэнтыл-мӣ	заморосить
эпэнтылде-мӣ	накрапывать
эпэрӯ-мӣ	забрызгать
эпэрэн-мӣ	брызнуть
эпэрӯ-мӣ	окатить
эр	данный
эр	сей
эр	этот
эр дярин	поэтому
эр-дэт	сейчас
эр-дэт	теперь
эр-ка	например
эр-кэ	вон
эр-кэ	вот
эр-мӣ	разрыть
эр-ты	безотлагательно
эр-ты	немедленно
эр-ты гунмувчэ	вышеуказанный
эрбэк	палец
эргиник	отсюда
эргит	отсюда
эргулки	мялка
эргумэ	младший
эргэкэ̄тчэ-мӣ	спешить
эргэчинди	например
эрде-мӣ	заметать
эрдын	ветер
эрдэ	ранний
эрдэ	рано
эрдэкэ̄кӯн	спозаранку
эрдэлтэ̄нэ	поутру
эрдэлтэ̄нэ	утром
эрдэмтэде-мӣ	бояться
эри	вот
эри-мӣ	выкопать
эрӣ-мӣ	пригласить
эривӯн	заступ
эриде-мӣ	выкапывать
эриде-мӣ	выкидывать
эриде-мӣ	копать
эриде-мӣ	рыть
эрил тырганӣлдӯ	на днях
эркит-мӣ	вздремнуть
эркитчэ-мӣ	дремать
эркичил-мӣ	задремать
эркичин	дремота
эрку-мӣ	продырявить
эрку-мӣ	прорвать
эркун	прореха
эркургэ-мӣ	прорваться
эркэн	сейчас
эрнин-мӣ	уйти
эрты	тотчас
эру	урон
эрӯ	затхлый
эрӯ	зло
эрӯ	злой
эрӯ	злость
эрӯ	пагубный
эрӯ	плохой
эрӯ	подлый
эрӯвэ горово дёнчадярӣ	злопамятный
эрӯдек	зло
эрӯмӣ	зло
эрӯмэ	злокачественный
эрӯмэ	подлость
эрӯмэ ӈо̄	зловоние
эрӯпчу	плохой
эрӯпчӯт	плохо
эрӯт	пагубно
эрӯт	плохо
эрӯт таӈ-мӣ	просчитаться
эрӯткумэмэ	злейший
эрӯӈ-мӣ	попортить
эрӯӈде-мӣ	пакостить
эрӯӈӣн	злодеяние
эрӯӈӣн	преступление
эрӯӈӣтчэрӣ	злодей
эрӯӈӣтчэрӣ	преступник
эрумэ	зловредный
эрумэ хокто	распутица
эрумӣ	горе
эрут о̄на	изъян
эруӈде-мӣ	вредить
эруӈӣтчэ-мӣ	злобствовать
эруӈимни	вредитель
эры	эпидемия
эрыкӣ	сюда
эрэ̄	беда
эрэ̄!	ой!
эрэ̄-мӣ	опозорить
эрэ̄в-мӣ	опозориться
эрэ̄де-мӣ	измываться
эрэ̄дери	насмешливый
эрэ̄н	издевательство
эрэ̄н	насмешка
эрэ̄нчэ-мӣ	надеяться
эрэ̄с-мӣ	прогнать
эрэ̄с-мӣ	изгнать
эрэ̄сивчэ̄	изгнанник
эрэ̄сивчэ̄	изгнанный
эрэ̄син	изгнание
эрэ̄син	низвержение
эрэ̄син	свержение
эрэ̄син-мӣ	разогнать
эрэ̄син-мӣ	свергнуть
эрэ̄счэ-мӣ	прогонять
эрэ̄счэ-мӣ	гнать
эрэ̄счэ-мӣ	изгонять
эрэ̄счэ-мӣ	насмехаться
эрэ̄счэ-мӣ	низвергать
эрэ̄счэ-мӣ	разгонять
эрэ̄счэ-мӣ	свергать
эрэгэр	вообще
эрэгэр	всегда
эрэгэр	действительно
эрэдэлэ̄ви	досыта
эрэй	сейчас
эрэктэ	кожура
эрэктэ	кора
эрэкэмэт	постоянно
эрэкӣ	лягушка
эрэкӣ	сокол
эрӣ-мӣ	вырыть
эрӣ-мӣ	надышаться
эрӣ-мӣ	раскопать
эрӣде-мӣ	вдыхать
эрӣде-мӣ	вздыхать
эрӣде-мӣ	взывать
эрӣде-мӣ	вырывать
эрӣде-мӣ	дышать
эрӣде-мӣ	разгребать
эрӣде-мӣ	раскапывать
эрӣксэ	дух
эрӣксэ	дыхание
эрӣн	дыхание
эрӣсин	вдох
эрӣсин	вздох
эрӣсин-мӣ	вдохнуть
эрӣсин-мӣ	вздохнуть
эрӯ	безобразный
эрӯ	вред
эрӯ	вредный
эрӯ	горечь
эрӯ	грубый
эрӯ	дрянь
эрӯ	дурной
эрӯ	лихой
эрӯ	напасть
эрӯ	нахальный
эрӯ	небрежный
эрӯ	неважный
эрӯ	невзгода
эрӯ	невысокий
эрӯ	негодный
эрӯ	недоброкачественный
эрӯ	недобрый
эрӯ	нездоровый
эрӯ	неправильный
эрӯ	несчастье
эрӯ	нехорошо
эрӯ	низкий
эрӯ	ошибочный
эрӯ	скандальный
эрӯ	скверный
эрӯ	худо
эрӯ	худой
эрӯ амӣ	кошмар
эрӯ бэе	нахал
эрӯл	горести
эрӯма	гадкий
эрӯмэ	дерзкий
эрӯмэ	дрянной
эрӯмэ	мерзкий
эрӯмэ	наглость
эрӯмэ	наглый
эрӯмӣ	несчастье
эрӯпчу	бедственный
эрӯпчу	худо
эрӯпчу	худой
эрӯпчут	худо
эрӯпчӯт дукӯна	каракули
эрӯт	вредно
эрӯт	дурно
эрӯт	небрежно
эрӯт	неправильно
эрӯт	худо
эрӯт о̄дярӣ	неисправный
эрӯткӯ	худший
эрӯтмэр	хуже
эрӯтмэр о̄-мӣ	ухудшиться
эрӯтмэрит	хуже
эрӯӈ-мӣ	ухудшить
эрӯӈде-мӣ	гадить
эрӯӈи-мӣ	навредить
эрӯӈин	вредительство
эрӯӈин	ущерб
эс-мӣ	царапнуть
эсалдиви гунде-ми	моргать
эсалдиви ивчэкэнде-ми	моргать
эсама	прицел
эсаптун	очки
эси гудей бисӣ	гадкий
эси луку	редкий
эси тэде̄ бисӣ	фальшивый
эси э̄рӣвдерэ	нерпошенный
эси этдёт	неправильно
эсӣ хавална̄рэ	прогул
эсӣ хавална̄рэ	прогульщик
эсӣде-мӣ	зудеть
эсӣмук	зуд
эсиде-мӣ	чесать
эсикин	недозрелый
эсикин	незрелый
эсикин	неспелый
эсикин	сырой
эсин ала бисӣ	невкусный
эсин ая бисӣ	неважный
эсин горово бисӣ	непродолжительный
эсин гудеӣ бисӣ	дурной
эсин дяличӣ бисӣ	дурной
эсин дялум бисӣ	неполный
эсин сэвдепчу бисӣ	невесёлый
эсин тамура бисӣ	недорогой
эсин тэде̄ биси	искусственный
эсин тэде̄ бисӣ	обманчивый
эсин тэде̄ бисӣ о̄на	имитация
эсин ургэ бисӣ	недорогой
эсин элэкин бисӣ	неполный
эсинӈэ̄	немедленно
эскиз	эскиз
эскэчин	экзема
эстэк	противник
эсургэнэ-мӣ	обидеться
эсэхэр	упрямый
эсӣ	ныне
эсӣ	сейчас
эсӣ	теперь
эсӣ акса̄чин	ненависть
эсӣ ала̄чивдерэ	неожиданный
эсӣ алагӯвувра	необученный
эсӣ аю̄чадяра	равнодушный
эсӣ ая бисӣ	неудобный
эсӣ аяралдӣра	непримиримый
эсӣ аяӈитчара	неодобрение
эсӣ балды̄ра	неурожай
эсӣ бивувдерэ	необитаемый
эсӣ бэемурэ	бесчеловечный
эсӣ бэрэрэ	неутешный
эсӣ гилли бисӣ	матовый
эсӣ горо бисӣ	недалёкий
эсӣ гудей бисӣ	безобразный
эсӣ гэлэ̄вдерэ	лишний
эсӣ гэлэ̄вдерэ	неподходящий
эсӣ гэлэ̄вдерэ	непривычный
эсӣ дялда̄рэ	неосторожность
эсӣ дялда̄чиврэ	неосторожный
эсӣ дёкилды̄ра	несогласие
эсӣ илла	безостановочный
эсӣ илмэ̄н бисӣ	бесчеловечный
эсӣ илэмэ̄н бисӣ	негостеприимный
эсӣ ирэгэдерэ	безошибочный
эсӣ ичэврэ	невидимый
эсӣ каравсидяра	бесстрашный
эсӣ кэтэвэ гэлэ̄дерэ	невзыскательный
эсӣ маннӣ бисӣ	непрочный
эсӣ муссэдерэ	безропотный
эсӣ мучӯвувра	безвозвратный
эсӣ о̄лгачивдяра	безнадзорный
эсӣ партиядӯ бисӣ	беспартийный
эсӣ са̄врэ	незнакомый
эсӣ самнадяра	неподвижный
эсӣ сэктэ̄дерэ	безошибочный
эсӣ тамадяра	неплатёж
эсӣ тамара	неуплата
эсӣ татыга̄вуврэ	необученный
эсӣ тоӈко бисӣ	несправедливый
эсӣ тоӈно биси	изменник
эсӣ тоӈно бисӣ	бесчестный
эсӣ тоӈно бисӣ	недобросовестный
эсӣ тоӈно бисӣ	нечестный
эсӣ тылдерэ	несознательный
эсӣ тыливгэ̄н бисӣ	бессодержательный
эсӣ тыливгэн биси	неопределённый
эсӣ тэде̄ бисӣ	неверный
эсӣ уйдэврэ	бессмысленный
эсӣ урэ̄чилтэ бисӣ	неравномерный
эсӣ усэ̄чӣ бисӣ	невооружённый
эсӣ ха̄лдетчэрэ	бесстрашный
эсӣ хавалдяра	нетрудовой
эсӣ э̄я-да̄ са̄рэ	невежда
эсӣ элэкин анӈанӣӈичӣ бисӣ	несовершеннолетний
эсӣ эмэвкэ̄нмурэ	нерпошенный
эсӣ эрӣдерэ	бездыханный
эсӣ эӈэнӈэ̄вдерэ	безошибочный
эсӣ-инэӈи	сегодня
эсӣ-тырга	сегодня
эсӣ-тырганӣпты	сегодняшний
эсӣкэ̄кэ̄ндӯ	ненадолго
эсӣкэ̄кӯн	недавно
эсӣкэ̄никэ̄кӯн	безотлагательно
эсӣкэ̄никэ̄пты	недавний
эсӣкэктэ	ссадина
эсӣлэ̄	теперь
эсӣн тыливгэ̄н бисӣ	неясный
эсӣн тыливгэн бисӣ	непонятный
эсӣнӈэ̄	сейчас
эсӣпты	нынешний
эсӣпты	современный
эсӣпты	текущий
эсӣпты	теперешний
эсӣт мучӯвувра	безвозвратно
эсӣт тыливгэ̄н бисӣ	неясно
эсӣт элэ̄кин бисӣ	недостаточно
эсӣткэ̄н	на днях
эт	война
этажерка	этажерка
эткэпты	современный
эткӣ	свёкор
эткӣ	тесть
этты	тигр
эттыкэ̄н	старик
эттэ-мӣ	разбить
этыл-мӣ	оборваться
этымде-мӣ	оборваться
этыргэ-мӣ	порваться
этыргэ-мӣ	оторваться
этыргэде-мӣ	отрываться
этыргэде-мӣ	разрываться
этыркэ̄н	старик
этыркэ̄н	супруг
этыркэ̄нде-мӣ	стариться
этыркэ̄чэ̄н	старичок
этыркэ̄ӈэ̄т	жених
этыркэн	муж
этыт-мӣ	порвать
этыт-мӣ	оборвать
этыт-мӣ	оторвать
этытчэ-мӣ	пороть
этытчэ-мӣ	отрывать
этэ	готовность
этэ	истечение
этэ-мӣ	завершить
этэ-мӣ	заключить
этэ-мӣ	закончить
этэ-мӣ	закрыть
этэ-мӣ	перестать
этэ-мӣ	прекратить
этэ-мӣ	прервать
этэ-мӣ	докончить
этэ-мӣ	кончить
этэ-мӣ	окончить
этэ-мӣ	остановиться
этэ-мӣ ая̄вде-мӣ	разлюбить
этэ-мӣ савкадямӣ	отучиться
этэ-мӣ хавалдя-мӣ	оторваться
этэ̄ечимнӣ	пастух
этэ̄син-мӣ	обернуться
этэ̄синде-мӣ	оборачиваться
этэ̄т-мӣ	оглянуться
этэ̄тлӯ-мӣ	оглянуться
этэ̄тмӯде-мӣ	оглядываться
этэв-мӣ	заглохнуть
этэв-мӣ	закончиться
этэв-мӣ	прекратиться
этэв-мӣ	пройти
этэв-мӣ	истечь
этэв-мӣ	кончиться
этэвде-мӣ	прекращаться
этэвде-мӣ	кончаться
этэвде-мӣ	следить
этэвкэ̄н	срыв
этэвкэ̄н-мӣ	перебить
этэвкэ̄н-мӣ	прекратить
этэвкэ̄н-мӣ	прерывать
этэвкэ̄н-мӣ	остановить
этэвкэ̄нде-мӣ	перебивать
этэвкэ̄нде-мӣ	останавливать
этэвуде-мӣ	охранять
этэвуде-мӣ	стеречь
этэвумӈӯ	пастух
этэвумӈӯ	сторож
этэвчэ̄	законченный
этэде-мӣ	завершать
этэде-мӣ	заканчивать
этэде-мӣ	заключать
этэде-мӣ	закрывать
этэде-мӣ	переставать
этэде-мӣ	прекращать
этэде-мӣ	доканчивать
этэде-мӣ	кончать
этэде-мӣ	останавливать
этэе̄де-мӣ	поджидать
этэе̄кит	дежурство
этэе̄мэтчэ-мӣ	укорять
этэе̄т-мӣ	подстеречь
этэе̄ткӣт	сторожка
этэе̄тчин	охрана
этэе̄тчэ-мӣ	беречь
этэе̄тчэ-мӣ	дежурить
этэе̄тчэ-мӣ	караулить
этэе̄тчэ-мӣ	охранять
этэе̄тчэ-мӣ	следить
этэе̄тчэ-мӣ	смотреть
этэе̄тчэ-мӣ	стеречь
этэе̄тчэ-мӣ	сторожить
этэе̄чивде-мӣ	охраняться
этэе̄чимнил̄	охрана
этэе̄чимнӣ	дежурный
этэе̄чимнӣ	сторож
этэн	окончание
этэнэе а̄чин	безостановочный
этэнэе а̄чин	безустанный
этэнэе а̄чин	беспрерывный
этэнэе а̄чин	беспрестанный
этэнэе а̄чин	интенсивный
этэнэе а̄чин	непрерывный
этэнэе а̄чинди	безостановочно
этэнэе а̄чинди	беспрерывно
этэнэе а̄чинди	беспрестанно
этэнэе а̄чинди	непрерывно
этэрӣ	прекращение
этэсин-мӣ	оглядеться
этэчимнӣ	караульный
этэчэ̄ алагувдя-мӣ	выпускник
этэчэ̄ татыга̄вде-мӣ	выпускник
эха	берег
эха	утёс
эхи тэптырэ	тупой
эхивчэ	тупой
эхикир	скоро
эхин	черенок
эхуйдерэн	тупоумный
эхургэнде-мӣ	раздражаться
эхэ̄хэ̄н оросай	хоровод
эхэк	медведь
эхэкэ	предок
эхэкэ̄	дед
эхэкэ̄	прадед
эчэ сукчавра	невредимый
эчэ хивиндяра	беззаботный
эчэ̄ алагувра	неквалифицированный
эчэ̄ алагӯвра	неграмотный
эчэ̄ аӣчивра	безнадёжный
эчэ̄ бисӣ	небывалый
эчэ̄ боричӣвдяра	безраздельный
эчэ̄ гугда бисӣ	невысокий
эчэ̄ гэлэ̄вдерэ	ненужный
эчэ̄ дэрӯдерэ	неустанный
эчэ̄ дялда̄чиврэ	необдуманный
эчэ̄ илдяра	бесперебойный
эчэ̄ илэмэ̄н бисӣ	нелюдимый
эчэ̄ индерэ	безжизненный
эчэ̄ итыга̄врэ	неготовый
эчэ̄ камавувра	независимый
эчэ̄ ме̄лдяра	беспробудный
эчэ̄ мирэрэ	незамужнаяя
эчэ̄ мула̄ндерэ	безжалостный
эчэ̄ мула̄ндерэ	беспощадный
эчэ̄ мула̄ндерэ	бессердечный
эчэ̄ мучӯдяра	безвозвратный
эчэ̄ мэргэдерэ	беззаботный
эчэ̄ о̄вра	неготовый
эчэ̄ одедерэ	безжалостный
эчэ̄ са̄дерэ	неосведомлённый
эчэ̄ са̄ливрэ	неисследованный
эчэ̄ савкара	неквалифицированный
эчэ̄ сиӈниндерэ	безжалостный
эчэ̄ сиӈниндерэ	беспощадный
эчэ̄ сиӈниндерэ	бессердечный
эчэ̄ сэрӣвдерэ	беспробудный
эчэ̄ харучэдерэ	независимый
эчэ̄ хуӈтупчэрэ	беспеременный
эчэ̄ эвлэ̄нэ	беспощадный
эчэ̄ эдылэ̄рэ	незамужнаяя
эчэ̄ эруӈдерэ	безвредный
эчэ̄ эрӣвдерэ	незваный
эчэ̄ эрӣдерэ	бесчувственный
эчэ̄ этэвдерэ	бесперебойный
эчэ̄ этэврэ	неоконченный
эчэ̄-мӣ	осмотреться
эчэ̄де-мӣ	осматриваться
эчэ̄н-мӣ	повернуть
эчэ̄н-мӣ	оглянуться
эчэ̄нде-мӣ	повёртывать
эчэ̄син-мӣ	обернуться
эчэ̄син-мӣ	оглядеться
эчэ̄син-мӣ	оглянуться
эчэ̄синде-мӣ	оборачиваться
эчэ̄синде-мӣ	оглядываться
эчэ̄тмэ̄т-мӣ	переглянуться
эчэ̄тмэ̄тчэ-мӣ	переглядываться
эю̄мкӯнӈиде-мӣ	понижать
эюмди	налегке
эюмкӯн тамачӣ о̄-мӣ	подешеветь
эюн	прорубь
эюргэ̄	клещи
эӈдекӣт	нельзя
эӈи магича̄врэ	невыносимый
эӈки	палец
эӈкулэ̄де-мӣ	плясать
эӈни-мӣ	выгнуть
эӈнивӯн	рамка
эӈнэкэ̄н	детёныш
эӈнэкэ̄н	олень
эӈнэмэвӯн	загон
эӈнэнӣ	здо́рово
эӈнё	речка
эӈтадя-мӣ	уважать
эӈту-мӣ	убавить
эӈтуде-мӣ	убавлять
эӈтэ	пятно
эӈуктэ	лук
эӈуктэ	луковица
эӈур-мӣ	расширить
